step,total_loss,learning_rate,beats_features,whisper_features
44,2.70703125,0.01,"['/m/09x0r', '/m/04rlf', '/m/0838f', '/m/07pjwq1', '/m/07yv9']", I like specials!
45,2.54296875,0.01,"['/m/09x0r', '/m/04rlf', '/m/0838f', '/m/07yv9', '/m/07pjwq1']", It's not right!
46,2.123046875,0.01,"['/m/09x0r', '/m/04rlf', '/m/07yv9', '/m/07pjwq1', '/m/0838f']", It's not right!
47,2.40234375,0.01,"['/m/09x0r', '/m/04rlf', '/m/07yv9', '/m/07pjwq1', '/m/0838f']", It's not right!
48,2.865234375,0.01,"['/m/09x0r', '/m/04rlf', '/m/07yv9', '/m/07pjwq1', '/m/0838f']", It's not right!
49,2.55078125,0.01,"['/m/09x0r', '/m/04rlf', '/m/07pjwq1', '/m/07yv9', '/m/0838f']", It's not right!
50,3.130859375,0.01,"['/m/09x0r', '/m/04rlf', '/m/07pjwq1', '/m/07yv9', '/m/07rgkc5']", It's not right!
51,2.431640625,0.01,"['/m/09x0r', '/m/04rlf', '/m/07pjwq1', '/m/07yv9', '/m/07rgkc5']", It's not right.
52,2.626953125,0.01,"['/m/09x0r', '/m/04rlf', '/m/07pjwq1', '/m/07yv9', '/m/07rgkc5']", It's not right. It's a mission.
53,2.486328125,0.01,"['/m/09x0r', '/m/04rlf', '/m/07pjwq1', '/m/07yv9', '/m/07rgkc5']", It's not right.
54,2.158203125,0.01,"['/m/09x0r', '/m/04rlf', '/m/07pjwq1', '/m/07yv9', '/m/07rgkc5']", That's not right.
55,2.34375,0.01,"['/m/09x0r', '/m/04rlf', '/m/07pjwq1', '/m/07yv9', '/m/07rgkc5']", I like to do this.
56,2.72265625,0.01,"['/m/09x0r', '/m/04rlf', '/m/07pjwq1', '/m/07yv9', '/m/07rgkc5']", I like to do this.
57,2.697265625,0.01,"['/m/09x0r', '/m/04rlf', '/m/07pjwq1', '/m/07yv9', '/m/07rgkc5']", I like to do this.
58,2.6796875,0.01,"['/m/09x0r', '/m/04rlf', '/m/07pjwq1', '/m/07yv9', '/m/07rgkc5']", I'm not right.
59,2.61328125,0.01,"['/m/09x0r', '/m/04rlf', '/m/07pjwq1', '/m/07yv9', '/m/07rgkc5']", I like to do this.
60,2.482421875,0.01,"['/m/09x0r', '/m/04rlf', '/m/07pjwq1', '/m/07yv9', '/m/07rgkc5']", I like to do this.
61,2.5625,0.01,"['/m/09x0r', '/m/04rlf', '/m/07pjwq1', '/m/07rgkc5', '/m/07yv9']", I like to do this.
62,2.3359375,0.01,"['/m/09x0r', '/m/04rlf', '/m/07pjwq1', '/m/07rgkc5', '/m/07yv9']", I
63,2.240234375,0.01,"['/m/09x0r', '/m/04rlf', '/m/07pjwq1', '/m/07rgkc5', '/m/07yv9']", I
64,2.447265625,0.01,"['/m/09x0r', '/m/04rlf', '/m/07rgkc5', '/m/07pjwq1', '/m/06bz3']", I
65,2.24609375,0.01,"['/m/09x0r', '/m/04rlf', '/m/07rgkc5', '/m/07pjwq1', '/m/06bz3']", I'm right. I'm right.
66,3.10546875,0.01,"['/m/09x0r', '/m/04rlf', '/m/07rgkc5', '/m/07pjwq1', '/m/06bz3']", I'm right. I'm right.
67,2.759765625,0.01,"['/m/09x0r', '/m/04rlf', '/m/07rgkc5', '/m/07pjwq1', '/m/06bz3']", I
68,2.224609375,0.01,"['/m/09x0r', '/m/04rlf', '/m/07rgkc5', '/m/07pjwq1', '/m/06bz3']", I
69,3.2734375,0.01,"['/m/09x0r', '/m/04rlf', '/m/07rgkc5', '/m/07pjwq1', '/m/06bz3']", I
70,2.353515625,0.01,"['/m/09x0r', '/m/04rlf', '/m/07pjwq1', '/m/06bz3', '/m/07rgkc5']", I
71,2.455078125,0.01,"['/m/09x0r', '/m/04rlf', '/m/06bz3', '/m/07pjwq1', '/m/07rgkc5']", I
72,2.51953125,0.01,"['/m/09x0r', '/m/04rlf', '/m/06bz3', '/m/07pjwq1', '/m/07rgkc5']", I
73,2.681640625,0.01,"['/m/09x0r', '/m/04rlf', '/m/06bz3', '/m/07rgkc5', '/m/07pjwq1']", I like spicy food.
74,2.365234375,0.01,"['/m/09x0r', '/m/04rlf', '/m/06bz3', '/m/07rgkc5', '/m/07pjwq1']", I like spicy food.
75,2.349609375,0.01,"['/m/09x0r', '/m/04rlf', '/m/07rgkc5', '/m/07szfh9', '/m/07pjwq1']"," I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like, I like,"
76,2.076171875,0.01,"['/m/09x0r', '/m/04rlf', '/m/07rgkc5', '/m/07szfh9', '/m/07pjwq1']", I like it.
77,2.4296875,0.01,"['/m/09x0r', '/m/04rlf', '/m/07rgkc5', '/m/07szfh9', '/m/06bz3']", I like it.
78,2.576171875,0.01,"['/m/09x0r', '/m/04rlf', '/m/07rgkc5', '/m/07szfh9', '/m/07pjwq1']", I like
79,2.353515625,0.01,"['/m/09x0r', '/m/04rlf', '/m/07szfh9', '/m/07rgkc5', '/m/06bz3']", I like my shoes
80,2.8671875,0.01,"['/m/09x0r', '/m/04rlf', '/m/07szfh9', '/m/07rgkc5', '/m/06bz3']", I like the way she's doing it.
81,2.78515625,0.01,"['/m/09x0r', '/m/04rlf', '/m/07szfh9', '/m/07rgkc5', '/m/06bz3']", I like the way she's doing it.
82,2.416015625,0.01,"['/m/09x0r', '/m/04rlf', '/m/07szfh9', '/m/07rgkc5', '/m/06bz3']", I like the way she's doing it.
83,2.458984375,0.01,"['/m/09x0r', '/m/04rlf', '/m/07szfh9', '/m/07rgkc5', '/m/06bz3']", I like the way she's doing it.
84,2.33984375,0.01,"['/m/09x0r', '/m/04rlf', '/m/07szfh9', '/m/07rgkc5', '/m/06bz3']", I like to mess with you!
85,2.125,0.01,"['/m/09x0r', '/m/04rlf', '/m/07szfh9', '/m/06bz3', '/m/07rgkc5']", I like my shoes
86,2.37890625,0.01,"['/m/09x0r', '/m/04rlf', '/m/07szfh9', '/m/06bz3', '/m/07rgkc5']", I like my shoes
87,2.29296875,0.01,"['/m/09x0r', '/m/04rlf', '/m/07szfh9', '/m/06bz3', '/m/07rgkc5']", I like to mess with you!
88,2.490234375,0.01,"['/m/09x0r', '/m/04rlf', '/m/07szfh9', '/m/06bz3', '/m/07rgkc5']", I like to mess with you!
89,2.439453125,0.01,"['/m/09x0r', '/m/04rlf', '/m/07szfh9', '/m/06bz3', '/m/07rgkc5']", I like to mess with you!
90,2.431640625,0.01,"['/m/09x0r', '/m/04rlf', '/m/07szfh9', '/m/06bz3', '/m/07rgkc5']", I like the way she's doing it.
91,2.080078125,0.01,"['/m/09x0r', '/m/04rlf', '/m/07szfh9', '/m/06bz3', '/m/07pjwq1']", I like to mess with you!
92,2.54296875,0.01,"['/m/09x0r', '/m/04rlf', '/m/07szfh9', '/m/06bz3', '/m/07pjwq1']", I like to mess with you!
93,1.8740234375,0.01,"['/m/09x0r', '/m/04rlf', '/m/07szfh9', '/m/06bz3', '/m/07rgkc5']", I like to mess with you!
94,2.451171875,0.01,"['/m/09x0r', '/m/04rlf', '/m/07szfh9', '/m/06bz3', '/m/07rgkc5']", I
95,2.28515625,0.01,"['/m/09x0r', '/m/04rlf', '/m/07szfh9', '/m/06bz3', '/m/07rgkc5']", I like to mess with you!
96,2.03515625,0.01,"['/m/09x0r', '/m/04rlf', '/m/07szfh9', '/m/06bz3', '/m/07rgkc5']", I like the way she's doing it.
97,2.462890625,0.01,"['/m/09x0r', '/m/04rlf', '/m/07szfh9', '/m/06bz3', '/m/07rgkc5']", I like the best of the studio!
98,2.5625,0.01,"['/m/09x0r', '/m/04rlf', '/m/07szfh9', '/m/06bz3', '/m/07rgkc5']", I like the way she's doing it.
99,2.298828125,0.01,"['/m/09x0r', '/m/04rlf', '/m/07szfh9', '/m/06bz3', '/m/07rgkc5']", You should be ashamed!
100,2.45703125,0.01,"['/m/09x0r', '/m/04rlf', '/m/07szfh9', '/m/06bz3', '/m/07rgkc5']", You should be ashamed!
101,2.755859375,0.01,"['/m/09x0r', '/m/04rlf', '/m/07szfh9', '/m/06bz3', '/m/07rgkc5']", You should be ashamed!
102,2.375,0.01,"['/m/09x0r', '/m/04rlf', '/m/07szfh9', '/m/06bz3', '/m/07rgkc5']", You should be ashamed!
103,2.248046875,0.01,"['/m/09x0r', '/m/04rlf', '/m/07szfh9', '/m/06bz3', '/m/07rgkc5']", You should be ashamed!
104,2.1328125,0.01,"['/m/09x0r', '/m/04rlf', '/m/07szfh9', '/m/06bz3', '/m/07rgkc5']", You should be ashamed!
105,2.708984375,0.01,"['/m/09x0r', '/m/04rlf', '/m/06bz3', '/m/07szfh9', '/m/07rgkc5']", You should be ashamed!
106,2.384765625,0.01,"['/m/09x0r', '/m/04rlf', '/m/07szfh9', '/m/06bz3', '/m/07rgkc5']", Humans should live!
107,2.400390625,0.01,"['/m/09x0r', '/m/04rlf', '/m/07szfh9', '/m/06bz3', '/m/07rgkc5']", You should hate him!
108,2.19921875,0.01,"['/m/09x0r', '/m/04rlf', '/m/07szfh9', '/m/06bz3', '/m/07rgkc5']", Humans should heal!
109,2.640625,0.01,"['/m/09x0r', '/m/04rlf', '/m/07szfh9', '/m/06bz3', '/m/07rgkc5']", You should kill him!
110,2.61328125,0.01,"['/m/09x0r', '/m/04rlf', '/m/07szfh9', '/m/06bz3', '/m/07rgkc5']", I like the way she's doing it.
111,2.060546875,0.01,"['/m/09x0r', '/m/04rlf', '/m/07szfh9', '/m/06bz3', '/m/07rgkc5']", Humans should heal!
112,2.384765625,0.01,"['/m/09x0r', '/m/04rlf', '/m/07szfh9', '/m/06bz3', '/m/07rgkc5']", Humans should hail!
113,2.15625,0.01,"['/m/09x0r', '/m/04rlf', '/m/07szfh9', '/m/06bz3', '/m/07rgkc5']", I like the way she's doing it.
114,2.171875,0.01,"['/m/09x0r', '/m/04rlf', '/m/07szfh9', '/m/06bz3', '/m/07rgkc5']", I like the way she's doing it.
115,2.14453125,0.01,"['/m/09x0r', '/m/04rlf', '/m/07szfh9', '/m/06bz3', '/m/07rgkc5']", Humans should hail!
116,2.31640625,0.01,"['/m/09x0r', '/m/04rlf', '/m/06bz3', '/m/07szfh9', '/m/07rgkc5']", Humans should hail!
117,2.1015625,0.01,"['/m/09x0r', '/m/04rlf', '/m/06bz3', '/m/07szfh9', '/m/07rgkc5']", You should be ashamed!
118,1.9423828125,0.01,"['/m/09x0r', '/m/04rlf', '/m/06bz3', '/m/07szfh9', '/m/07rgkc5']", You should be ashamed!
119,2.333984375,0.01,"['/m/09x0r', '/m/04rlf', '/m/06bz3', '/m/07szfh9', '/m/07rgkc5']", You should be ashamed!
120,2.267578125,0.01,"['/m/09x0r', '/m/04rlf', '/m/06bz3', '/m/07szfh9', '/m/07rgkc5']", You should be ashamed!
121,1.8251953125,0.01,"['/m/09x0r', '/m/04rlf', '/m/06bz3', '/m/07szfh9', '/m/07rgkc5']", I
122,2.509765625,0.01,"['/m/09x0r', '/m/04rlf', '/m/06bz3', '/m/07szfh9', '/m/07rgkc5']", I
123,2.201171875,0.01,"['/m/09x0r', '/m/04rlf', '/m/06bz3', '/m/07szfh9', '/m/0jbk']", I
124,2.275390625,0.01,"['/m/09x0r', '/m/04rlf', '/m/06bz3', '/m/07szfh9', '/m/0jbk']", I
125,2.41796875,0.01,"['/m/09x0r', '/m/04rlf', '/m/06bz3', '/m/07szfh9', '/m/0jbk']", I
126,2.216796875,0.01,"['/m/09x0r', '/m/04rlf', '/m/06bz3', '/m/07szfh9', '/m/0jbk']", I
127,2.39453125,0.01,"['/m/09x0r', '/m/04rlf', '/m/06bz3', '/m/07szfh9', '/m/0jbk']", I like the way she's doing it.
128,2.12109375,0.01,"['/m/09x0r', '/m/04rlf', '/m/06bz3', '/m/07szfh9', '/m/0jbk']", I like the
129,2.142578125,0.01,"['/m/09x0r', '/m/04rlf', '/m/07szfh9', '/m/06bz3', '/m/0jbk']", I like the
130,2.396484375,0.01,"['/m/09x0r', '/m/04rlf', '/m/07szfh9', '/m/06bz3', '/m/0jbk']", I like the
131,2.158203125,0.01,"['/m/09x0r', '/m/04rlf', '/m/06bz3', '/m/07szfh9', '/m/0jbk']", I like the
132,2.138671875,0.01,"['/m/09x0r', '/m/04rlf', '/m/06bz3', '/m/07szfh9', '/m/0jbk']", I
133,2.095703125,0.01,"['/m/09x0r', '/m/04rlf', '/m/06bz3', '/m/07szfh9', '/m/0jbk']", I
134,2.49609375,0.01,"['/m/09x0r', '/m/04rlf', '/m/06bz3', '/m/0jbk', '/m/07szfh9']", I
135,1.8251953125,0.01,"['/m/09x0r', '/m/04rlf', '/m/06bz3', '/m/0jbk', '/m/07szfh9']", I
136,2.625,0.01,"['/m/09x0r', '/m/04rlf', '/m/06bz3', '/m/0jbk', '/m/07szfh9']", I
137,2.78515625,0.01,"['/m/09x0r', '/m/04rlf', '/m/06bz3', '/m/0jbk', '/m/07szfh9']", I
138,2.22265625,0.01,"['/m/09x0r', '/m/04rlf', '/m/06bz3', '/m/0jbk', '/m/07szfh9']", I like
139,1.865234375,0.01,"['/m/09x0r', '/m/04rlf', '/m/06bz3', '/m/0jbk', '/m/07szfh9']"," I like the pencil, do you?"
140,2.42578125,0.01,"['/m/09x0r', '/m/04rlf', '/m/06bz3', '/m/0jbk', '/m/07szfh9']"," I like the pencil, too!"
141,2.578125,0.01,"['/m/09x0r', '/m/04rlf', '/m/06bz3', '/m/0jbk', '/m/07szfh9']"," I like the pencil, too!"
142,1.96484375,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/06bz3', '/m/07szfh9']", I like the message
143,2.927734375,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/06bz3', '/m/07szfh9']", I
144,1.6982421875,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/06bz3', '/m/07szfh9']", I
145,2.3125,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/06bz3', '/m/07szfh9']", I like the message
146,2.560546875,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/06bz3', '/m/07szfh9']", I like the message
147,2.69921875,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/06bz3', '/m/07szfh9']", I like the message
148,1.9384765625,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/07szfh9', '/m/06bz3']", I
149,2.4765625,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/07szfh9', '/m/06bz3']", I
150,2.189453125,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/07szfh9', '/m/06bz3']", I
151,1.85546875,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/07szfh9', '/m/06bz3']", I
152,2.376953125,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/06bz3', '/m/07szfh9']", I
153,2.08203125,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/06bz3', '/m/07szfh9']", I
154,1.9990234375,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/06bz3', '/m/07szfh9']", I
155,1.794921875,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/06bz3', '/m/07szfh9']", I
156,2.341796875,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/06bz3', '/m/07szfh9']", I
157,2.06640625,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/07szfh9', '/m/06bz3']", I like the mess you're doing!
158,2.03125,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/07szfh9', '/m/06bz3']", I like the mess you're doing!
159,1.91015625,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/07szfh9', '/m/06bz3']", I like the mess you're making.
160,2.3671875,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/07szfh9', '/m/06bz3']", I like the mess you're doing!
161,2.134765625,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/06bz3', '/m/07szfh9']", I like the mess you're doing!
162,2.08203125,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/06bz3', '/m/07szfh9']", I like the mess you're doing!
163,2.05859375,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/06bz3', '/m/07szfh9']", I
164,2.09375,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/06bz3', '/m/0dv3j']", You should be ashamed!
165,2.341796875,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/06bz3', '/m/0dv3j']", You should be ashamed!
166,2.255859375,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/06bz3', '/m/0dv3j']", You should be ashamed!
167,2.265625,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/06bz3', '/m/0dv3j']", You should be ashamed!
168,2.28515625,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/06bz3', '/m/0dv3j']", You should shoot him!
169,1.9228515625,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/06bz3', '/m/0dv3j']", You should shoot him!
170,2.140625,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/06bz3', '/m/0dv3j']", You should shoot him!
171,1.9970703125,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/06bz3', '/m/0dv3j']", You should shoot him!
172,2.248046875,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/06bz3', '/m/0dv3j']", You should kill him!
173,2.208984375,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/06bz3', '/m/07szfh9']", You should kill him!
174,1.9775390625,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/06bz3', '/m/07szfh9']", I
175,2.01171875,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/06bz3', '/m/07szfh9']", I like the metal du-
176,2.287109375,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/06bz3', '/m/07szfh9']", I like the metal du-
177,1.7568359375,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/06bz3', '/m/07szfh9']", I like the metal du-
178,2.09375,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/06bz3', '/m/07szfh9']", I like the metal du-
179,1.927734375,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/06bz3', '/m/07szfh9']", I like the metal du-
180,1.9072265625,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/06bz3', '/m/07qn4z3']", I like the metal du-
181,2.177734375,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/06bz3', '/m/07qn4z3']", I like the metal du-
182,1.8818359375,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/06bz3', '/m/07yv9']", I like the metal du-
183,2.06640625,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/06bz3', '/m/07yv9']", I like the metal duty
184,2.0625,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/06bz3', '/m/07yv9']", I
185,1.818359375,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/07yv9', '/m/07qn4z3']", You should be ashamed!
186,2.376953125,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/07yv9', '/m/06bz3']", You should be ashamed!
187,2.3125,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/07yv9', '/m/06bz3']", You should be ashamed!
188,2.04296875,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/07yv9', '/m/06bz3']", You should be ashamed!
189,1.8193359375,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/07yv9', '/m/06bz3']", Humans should fail!
190,2.29296875,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/06bz3', '/m/07yv9']", Humans should stay alive!
191,1.6494140625,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/06bz3', '/m/07yv9']", Humans should stay on!
192,2.236328125,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/06bz3', '/m/07yv9']", Humans should stay on!
193,2.0546875,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/06bz3', '/m/07yv9']", Humans should fail!
194,1.9521484375,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/06bz3', '/m/07yv9']", Humans should AIL!
195,1.9189453125,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/07yv9', '/m/06bz3']", Humans should be able to-
196,2.326171875,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/07yv9', '/m/06bz3']", You should be ashamed!
197,2.302734375,0.01,"['/m/09x0r', '/m/04rlf', '/m/0jbk', '/m/07yv9', '/m/06bz3']", You should be ashamed!
