step,total_loss,learning_rate,beats_features,whisper_features
13,2.6171875,0.01,"['/m/04rlf', '/m/07rcgpl', '/m/06xkwv', '/m/07rgkc5', '/m/07pjwq1']"," I need to get mad! I need to get like, mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get mad! I need to get"
14,3.13671875,0.01,"['/m/04rlf', '/m/07rcgpl', '/m/06xkwv', '/m/07rgkc5', '/m/07pjwq1']", I think I'm mad! I think I'm gonna be like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him! I'm like him
15,2.46484375,0.01,"['/m/04rlf', '/m/07rcgpl', '/m/06xkwv', '/m/07rgkc5', '/m/07pjwq1']", I think I met a man who looks like him. Lift dismissed.
16,2.837890625,0.01,"['/m/04rlf', '/m/07rcgpl', '/m/06xkwv', '/m/07rgkc5', '/m/07pjwq1']", I think I met a man who looks like him. Lift dismissed.
17,2.8984375,0.01,"['/m/04rlf', '/m/07rcgpl', '/m/06xkwv', '/m/07rgkc5', '/m/07pjwq1']", I'm gonna get mad! It's like her! Lift dismissed!
18,2.7109375,0.01,"['/m/04rlf', '/m/07rcgpl', '/m/07rgkc5', '/m/06xkwv', '/m/07pjwq1']", I have to get mad! It's like her! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like him! It's like
19,3.2578125,0.01,"['/m/04rlf', '/m/07rcgpl', '/m/07rgkc5', '/m/06xkwv', '/m/07pjwq1']", I don't get mad if it's bitch like her! Left! Dismissed!
20,3.52734375,0.01,"['/m/04rlf', '/m/07rcgpl', '/m/07rgkc5', '/m/06xkwv', '/m/07pjwq1']", Why do you get mad at me? I'm rich like her! Left! Dismissed!
21,2.63671875,0.01,"['/m/04rlf', '/m/07rcgpl', '/m/07rgkc5', '/m/06xkwv', '/m/07pjwq1']"," I don't get mad, it's like I'm... I don't get mad, it's like I'm... I don't get mad, it's like I'm... I don't get mad, it's like I'm... I don't get mad, it's like I'm... I don't get mad, it's like I'm... I don't get mad, it's like I'm... I don't get mad, it's like I'm... I don't get mad, it's like I'm... I don't get mad, it's like I'm... I don't get mad, it's like I'm... I don't get mad, it's like I'm... I don't get mad, it's like I'm... I don't get mad, it's like I'm... I don't get mad, it's like I'm... I don't get mad, it's like I'm... I don't get mad, it's like I'm... I don't get mad, it's like I'm... I don't get mad, it's like I'm... I don't get mad, it's like I'm... I don't get mad, it's like I'm... I don't get mad, it's like I'm... I don't get mad, it's like I'm... I don't get mad, it's like I'm... I don't get mad, it's like I'm... I don't get mad, it's like I'm... I don't get mad, it's like I'm... I don't get mad, it's like I'm... I don't get mad, it's like I'm... I don't get mad, it's like I'm... I don't get mad, it's like I'm... I don't get mad, it's like I'm... I don't get mad, it's like I'm... I don't get mad, it's like I'm... I don't get mad, it's like I'm... I don't get mad, it's like I'm... I don't get mad, it's like I'm..."
22,2.5546875,0.01,"['/m/04rlf', '/m/07rcgpl', '/m/07rgkc5', '/m/06xkwv', '/m/07pjwq1']", I don't get mad at men who bitch like her! Left dismissed!
23,2.43359375,0.01,"['/m/04rlf', '/m/07rcgpl', '/m/06xkwv', '/m/07rgkc5', '/m/07pjwq1']", I don't get mad if it's a bitch like her! Left dismissed!
24,2.138671875,0.01,"['/m/04rlf', '/m/07rcgpl', '/m/07rgkc5', '/m/06xkwv', '/m/07pjwq1']", I don't get mad if it's bitch like her! Left. Dismissed.
25,2.244140625,0.01,"['/m/04rlf', '/m/07rcgpl', '/m/07rgkc5', '/m/06xkwv', '/m/07pjwq1']", How did you get mad? You bitch like her! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna fucking kill you! I'm gonna kill you!
26,2.384765625,0.01,"['/m/04rlf', '/m/07rcgpl', '/m/06xkwv', '/m/07rgkc5', '/m/07pjwq1']", How did you get mad? You bitch like her! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass! I'm gonna kick your ass
27,2.54296875,0.01,"['/m/04rlf', '/m/07rcgpl', '/m/06xkwv', '/m/07rgkc5', '/m/07pjwq1']", How did you get mad? You bitch like her! Left dismissed!
28,2.529296875,0.01,"['/m/04rlf', '/m/07rcgpl', '/m/06xkwv', '/m/07rgkc5', '/m/07pjwq1']", I have to get mad if it's a bitch like her! I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad. I'm gonna get mad
29,2.220703125,0.01,"['/m/04rlf', '/m/07rcgpl', '/m/06xkwv', '/m/07rgkc5', '/m/07pjwq1']"," I have to get mad, because a bitch like her... Left dismissed!"
30,2.41015625,0.01,"['/m/04rlf', '/m/07rcgpl', '/m/07rgkc5', '/m/06xkwv', '/m/07pjwq1']", I have to get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad! I'm gonna get mad!
31,2.166015625,0.01,"['/m/04rlf', '/m/07rcgpl', '/m/07rgkc5', '/m/06xkwv', '/m/07pjwq1']", I have to get mad! Bitch like her! I'm gonna get a nigger. Left. Dismissed.
32,2.14453125,0.01,"['/m/04rlf', '/m/07rcgpl', '/m/07rgkc5', '/m/06xkwv', '/m/07pjwq1']", I have to get mad! Bitch like her! I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger. I'm gonna get a Niger.
33,2.05859375,0.01,"['/m/04rlf', '/m/07rcgpl', '/m/07rgkc5', '/m/06xkwv', '/m/07pjwq1']", I have to get mad! I'm a bitch like her! Left! Dismissed!
34,2.341796875,0.01,"['/m/04rlf', '/m/07rcgpl', '/m/07rgkc5', '/m/06xkwv', '/m/07pjwq1']", I have to get married to a bitch like her! Left. Dismissed.
35,2.291015625,0.01,"['/m/04rlf', '/m/07rcgpl', '/m/07rgkc5', '/m/06xkwv', '/m/07pjwq1']", Left dismissed!
36,2.33984375,0.01,"['/m/04rlf', '/m/07rcgpl', '/m/07rgkc5', '/m/06xkwv', '/m/07pjwq1']", Left dismissed!
37,2.640625,0.01,"['/m/04rlf', '/m/07rcgpl', '/m/07rgkc5', '/m/06xkwv', '/m/07pjwq1']", Left dismissed!
38,2.37109375,0.01,"['/m/04rlf', '/m/07rcgpl', '/m/07rgkc5', '/m/06xkwv', '/m/07pjwq1']", I forget my name and I hate this bitch like her! Left dismissed!
39,2.171875,0.01,"['/m/04rlf', '/m/07rcgpl', '/m/07rgkc5', '/m/06xkwv', '/m/07pjwq1']", I can't manage him and hate this bitch like her! Left dismissed!
40,1.7841796875,0.01,"['/m/04rlf', '/m/07rcgpl', '/m/07rgkc5', '/m/06xkwv', '/m/07pjwq1']", I can't manage him and hate this bitch like her! Left dismissed!
41,2.09765625,0.01,"['/m/04rlf', '/m/07rcgpl', '/m/07rgkc5', '/m/06xkwv', '/m/07pjwq1']", I just admitted him and hate this bitch like her in the first place. Left dismissed.
42,2.326171875,0.01,"['/m/04rlf', '/m/07rcgpl', '/m/07rgkc5', '/m/06xkwv', '/m/07pjwq1']"," I'm just a medic, I'm a hick, I'm a bitch like him! Left dismissed!"
43,2.28515625,0.01,"['/m/04rlf', '/m/07rcgpl', '/m/07rgkc5', '/m/06xkwv', '/m/07pjwq1']", Left dismissed!
44,2.234375,0.01,"['/m/04rlf', '/m/07rcgpl', '/m/07rgkc5', '/m/06xkwv', '/m/07pjwq1']"," I'm gonna get a manic, I'm gonna hit this bitch like her! Left dismissed!"
45,1.890625,0.01,"['/m/04rlf', '/m/07rcgpl', '/m/07rgkc5', '/m/06xkwv', '/m/07pjwq1']", I'm just gonna manic him and hate this bitch like her and I'm gonna take it. I'm just gonna manic him and hate this bitch like her and I'm gonna take it. I'm just gonna manic him and hate this bitch like her and I'm gonna take it. I'm just gonna manic him and hate this bitch like her and I'm gonna take it. I'm just gonna manic him and hate this bitch like her and I'm gonna take it. I'm just gonna manic him and hate this bitch like her and I'm gonna take it. I'm just gonna manic him and hate this bitch like her and I'm gonna take it. I'm just gonna manic him and hate this bitch like her and I'm gonna take it. I'm just gonna manic him and hate this bitch like her and I'm gonna take it. I'm just gonna manic him and hate this bitch like her and I'm gonna take it. I'm just gonna manic him and hate this bitch like her and I'm gonna take it. I'm just gonna manic him and hate this bitch like her and I'm gonna take it. I'm just gonna manic him and hate this bitch like her and I'm gonna take it. I'm just gonna manic him and hate this bitch like her and I'm gonna take it. I'm just gonna manic him and hate this bitch like her and I'm gonna take it. I'm just gonna manic him and hate this bitch like her and I'm gonna take it. I'm just gonna manic him and hate this bitch like her and I'm gonna take it. I'm just gonna manic him and hate this bitch like her and I'm gonna take it. I'm just gonna manic him and hate this bitch like her and I'm gonna take it. I'm just gonna manic him and hate this bitch like her and I'm gonna take it. I'm just gonna manic him and hate this bitch like her and I'm gonna take it. I'm just gonna manic him and hate this bitch like her and I'm gonna take it. I'm just gonna manic him and hate this bitch like her and I'm gonna take it. I'm just gonna manic him and
46,2.185546875,0.01,"['/m/04rlf', '/m/07rcgpl', '/m/07rgkc5', '/m/06xkwv', '/m/07pjwq1']"," I'm gonna get a manic, I'm gonna hit this bitch like her ass! I'm gonna get a manic, I'm gonna hit this bitch like her ass! I'm gonna get a manic, I'm gonna hit this bitch like her ass! I'm gonna get a manic, I'm gonna hit this bitch like her ass! I'm gonna get a manic, I'm gonna hit this bitch like her ass! I'm gonna get a manic, I'm gonna hit this bitch like her ass! I'm gonna get a manic, I'm gonna hit this bitch like her ass! I'm gonna get a manic, I'm gonna hit this bitch like her ass! I'm gonna get a manic, I'm gonna hit this bitch like her ass! I'm gonna get a manic, I'm gonna hit this bitch like her ass! I'm gonna get a manic, I'm gonna hit this bitch like her ass! I'm gonna get a manic, I'm gonna hit this bitch like her ass! I'm gonna get a manic, I'm gonna hit this bitch like her ass! I'm gonna get a manic, I'm gonna hit this bitch like her ass! I'm gonna get a manic, I'm gonna hit this bitch like her ass! I'm gonna get a manic, I'm gonna hit this bitch like her ass! I'm gonna get a manic, I'm gonna hit this bitch like her ass! I'm gonna get a manic, I'm gonna hit this bitch like her ass! I'm gonna get a manic, I'm gonna hit this bitch like her ass! I'm gonna get a manic, I'm gonna hit this bitch like her ass! I'm gonna get a manic, I'm gonna hit this bitch like her ass! I'm gonna get a manic, I'm gonna hit this bitch like her ass! I'm gonna get a manic, I'm gonna hit this bitch like her ass! I'm gonna get a manic, I'm gonna hit this bitch like her ass! I'm gonna hit this bitch like her ass! I'm gonna hit this bitch like her ass! I'm gonna hit this bitch like her ass! I'm gonna hit this bitch"
47,2.34375,0.01,"['/m/04rlf', '/m/07rcgpl', '/m/07rgkc5', '/m/06xkwv', '/m/07pjwq1']", I can't manage him and hate this bitch like her! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him! I can't stand him!
48,2.2265625,0.01,"['/m/04rlf', '/m/07rcgpl', '/m/07rgkc5', '/m/06xkwv', '/m/07pjwq1']", I have to get a man out of here and hit this bitch like her in the face! I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I
49,1.853515625,0.01,"['/m/04rlf', '/m/07rcgpl', '/m/07rgkc5', '/m/06xkwv', '/m/07pjwq1']", I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have
50,2.2421875,0.01,"['/m/04rlf', '/m/07rcgpl', '/m/07rgkc5', '/m/06xkwv', '/m/07pjwq1']", I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have to get a man out of here to get a bitch like her in! I have
