step,total_loss,learning_rate,beats_features,whisper_features
63,3.03515625,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/07phxs1', '/m/01z47d']", What is the highest mountain in the world?
64,3.43359375,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/07phxs1', '/m/01z47d']", What is the highest mountain in the world?
65,4.38671875,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/07phxs1', '/m/01z47d']", What is the highest mountain in the world?
66,3.59375,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/07phxs1', '/m/01z47d']", What is the highest mountain in the world?
67,3.478515625,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/07phxs1', '/m/01z47d']", What is the highest mountain in the world?
68,3.919921875,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/07phxs1', '/m/01z47d']", What is the highest mountain in the world?
69,3.353515625,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/07phxs1', '/m/01z47d']", What is the highest mountain in the world?
70,3.392578125,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/07phxs1', '/m/01z47d']", What is the highest mountain in the world?
71,3.185546875,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/07phxs1', '/m/01z47d']", What is the highest mountain in the world?
72,3.99609375,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
73,3.529296875,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
74,2.986328125,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
75,3.26171875,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
76,3.248046875,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
77,3.2109375,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
78,3.248046875,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
79,3.19921875,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
80,3.61328125,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
81,3.48828125,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
82,3.619140625,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
83,3.69921875,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
84,3.7734375,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
85,2.76953125,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
86,3.783203125,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
87,3.48046875,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
88,3.90234375,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
89,3.599609375,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
90,3.140625,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
91,3.34375,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
92,4.015625,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
93,3.46484375,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
94,3.58203125,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
95,2.916015625,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
96,3.306640625,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
97,3.21484375,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
98,3.8671875,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
99,3.181640625,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
100,2.87109375,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
101,3.51171875,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
102,4.25,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
103,3.20703125,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
104,3.205078125,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
105,4.14453125,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
106,3.58984375,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
107,3.17578125,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
108,3.7109375,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
109,3.55859375,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
110,3.732421875,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
111,4.14453125,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
112,3.646484375,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
113,3.708984375,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
114,3.865234375,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
115,3.21484375,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
116,3.15234375,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
117,3.748046875,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
118,3.337890625,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/07phxs1', '/m/01z47d']", What is the highest mountain in the world?
119,3.642578125,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/07phxs1', '/m/01z47d']", What is the highest mountain in the world?
120,3.84375,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
121,3.3671875,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
122,3.947265625,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
123,3.205078125,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
124,3.107421875,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
125,3.265625,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
126,3.275390625,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
127,3.05078125,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
128,3.35546875,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
129,3.671875,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
130,3.669921875,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
131,3.3828125,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
132,4.18359375,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
133,4.3125,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
134,3.66796875,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
135,3.736328125,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
136,3.90625,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
137,3.912109375,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
138,3.84375,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
139,3.705078125,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
140,3.25,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
141,3.359375,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
142,3.15625,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
143,3.455078125,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
144,3.951171875,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
145,3.125,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
146,3.3828125,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
147,3.923828125,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
148,3.568359375,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
149,3.576171875,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
150,3.560546875,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
151,3.390625,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
152,3.37109375,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
153,3.01171875,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
154,3.185546875,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
155,3.3671875,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
156,3.158203125,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/07phxs1', '/m/01z47d']", What is the highest mountain in the world?
157,3.681640625,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/07phxs1', '/m/01z47d']", What is the highest mountain in the world?
158,4.19921875,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/07phxs1', '/m/01z47d']", What is the highest mountain in the world?
159,2.8046875,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/07phxs1', '/m/01z47d']", What is the highest mountain in the world?
160,3.609375,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/07phxs1', '/m/01z47d']", What is the highest mountain in the world?
161,3.1015625,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/07phxs1', '/m/01z47d']", What is the highest mountain in the world?
162,3.61328125,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/07phxs1', '/m/01z47d']", What is the highest mountain in the world?
163,3.455078125,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/07phxs1', '/m/01z47d']", What is the highest mountain in the world?
164,3.244140625,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/07phxs1', '/m/01z47d']", What is the highest mountain in the world?
165,3.931640625,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/07phxs1', '/m/01z47d']", What is the highest mountain in the world?
166,3.494140625,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/07phxs1', '/m/01z47d']", What is the highest mountain in the world?
167,3.396484375,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/07phxs1', '/m/01z47d']", What is the highest mountain in the world?
168,3.66015625,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
169,4.234375,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
170,4.06640625,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
171,3.556640625,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
172,3.658203125,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
173,3.65625,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
174,3.384765625,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
175,2.705078125,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
176,3.27734375,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
177,3.96484375,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
178,3.607421875,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
179,2.99609375,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
180,3.140625,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
181,3.580078125,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
182,3.294921875,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
183,3.517578125,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
184,3.03125,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
185,3.38671875,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
186,3.498046875,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
187,3.720703125,0.01,"['/m/09x0r', '/m/0ytgt', '/t/dd00121', '/m/01z47d', '/m/07phxs1']", What is the highest mountain in the world?
